,adult,backdrop_path,belongs_to_collection,budget,genres,genres_0_name,genres_1_name,genres_2_name,genres_3_name,genres_4_name,genres_5_id,genres_5_name,genres_6_id,genres_6_name,homepage,id,imdb_id,origin_country,origin_country_0,origin_country_1,origin_country_2,origin_country_3,origin_country_4,original_language,original_title,overview,popularity,poster_path,production_companies,production_companies_0_id,production_companies_0_logo_path,production_companies_0_name,production_companies_0_origin_country,production_companies_10_id,production_companies_10_logo_path,production_companies_10_name,production_companies_10_origin_country,production_companies_11_id,production_companies_11_logo_path,production_companies_11_name,production_companies_11_origin_country,production_companies_12_id,production_companies_12_logo_path,production_companies_12_name,production_companies_12_origin_country,production_companies_13_id,production_companies_13_logo_path,production_companies_13_name,production_companies_13_origin_country,production_companies_14_id,production_companies_14_logo_path,production_companies_14_name,production_companies_14_origin_country,production_companies_15_id,production_companies_15_logo_path,production_companies_15_name,production_companies_15_origin_country,production_companies_16_id,production_companies_16_logo_path,production_companies_16_name,production_companies_16_origin_country,production_companies_1_id,production_companies_1_logo_path,production_companies_1_name,production_companies_1_origin_country,production_companies_2_id,production_companies_2_logo_path,production_companies_2_name,production_companies_2_origin_country,production_companies_3_id,production_companies_3_logo_path,production_companies_3_name,production_companies_3_origin_country,production_companies_4_id,production_companies_4_logo_path,production_companies_4_name,production_companies_4_origin_country,production_companies_5_id,production_companies_5_logo_path,production_companies_5_name,production_companies_5_origin_country,production_companies_6_id,production_companies_6_logo_path,production_companies_6_name,production_companies_6_origin_country,production_companies_7_id,production_companies_7_logo_path,production_companies_7_name,production_companies_7_origin_country,production_companies_8_id,production_companies_8_logo_path,production_companies_8_name,production_companies_8_origin_country,production_companies_9_id,production_companies_9_logo_path,production_companies_9_name,production_companies_9_origin_country,production_countries,production_countries_0_iso_3166_1,production_countries_0_name,production_countries_1_iso_3166_1,production_countries_1_name,production_countries_2_iso_3166_1,production_countries_2_name,production_countries_3_iso_3166_1,production_countries_3_name,production_countries_4_iso_3166_1,production_countries_4_name,production_countries_5_iso_3166_1,production_countries_5_name,release_date,revenue,runtime,spoken_languages,spoken_languages_0_english_name,spoken_languages_0_iso_639_1,spoken_languages_10_english_name,spoken_languages_10_iso_639_1,spoken_languages_10_name,spoken_languages_1_english_name,spoken_languages_1_iso_639_1,spoken_languages_1_name,spoken_languages_2_english_name,spoken_languages_2_iso_639_1,spoken_languages_2_name,spoken_languages_3_english_name,spoken_languages_3_iso_639_1,spoken_languages_3_name,spoken_languages_4_english_name,spoken_languages_4_iso_639_1,spoken_languages_4_name,spoken_languages_5_english_name,spoken_languages_5_iso_639_1,spoken_languages_5_name,spoken_languages_6_english_name,spoken_languages_6_iso_639_1,spoken_languages_6_name,spoken_languages_7_english_name,spoken_languages_7_iso_639_1,spoken_languages_7_name,spoken_languages_8_english_name,spoken_languages_8_iso_639_1,spoken_languages_8_name,spoken_languages_9_english_name,spoken_languages_9_iso_639_1,spoken_languages_9_name,status,tagline,title,video,vote_average,vote_count
313,False,/xvBcBNG6hsluST0l1bNnOIMUJb0.jpg,,40000000,,Comedy,Romance,Drama,,,,,,,http://www.hesjustnotthatintoyoumovie.com/,10184,tt1001508,,US,,,,,en,He's Just Not That Into You,"Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",160.496,/jip2ap24Y6JxEgzVRyNqyYssnyR.jpg,,19813.0,,Flower Films,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png,Warner Bros. Pictures,US,12.0,/2ycs64eqV5rqKYHyQK0GVoKGvfX.png,New Line Cinema,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2009-02-06,178866158,129,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,Are you the exception... or the rule?,He's Just Not That Into You,False,6.567,3629
314,False,/ut9dRwx2Bm088zVqEg6Nkd3A7kc.jpg,,0,,Romance,Drama,,,,,,,,https://www.netflix.com/title/81397579,829560,tt21106646,,PL,,,,,pl,Kolejne 365 dni,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,114.356,/6FsGeIp7heHm5eh4tIxTzHIRxmt.jpg,,113069.0,/xdOWWeuVPyy1rUZW7DWJUz16vuF.png,Ekipa,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135466.0,,Future Space,PL,5622.0,/bKcpepYRLylECRb5LVkskW0TQIX.png,TVN Group,PL,133440.0,/affIuBGXZHwRdnk893aMhEeavAQ.png,Open Mind Production,PL,,,,,,,,,,,,,,,,,,,,,,,,,,PL,Poland,,,,,,,,,,,2022-08-18,0,112,,English,en,,,,Italian,it,Italiano,Polish,pl,Polski,,,,,,,,,,,,,,,,,,,,,,Released,,The Next 365 Days,False,6.4,1080
315,False,/jfEOzpsjc6JDlKhUHb4toWQPt.jpg,,79000000,,Adventure,Fantasy,Action,,,,,,,http://www.lordoftherings.net/,121,tt0167261,,US,,,,,en,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",117.111,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,,12.0,/2ycs64eqV5rqKYHyQK0GVoKGvfX.png,New Line Cinema,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,/6FAuASQHybRkZUk08p9PzSs9ezM.png,WingNut Films,NZ,5237.0,/mlnr7vsBHvLye8oEb5A76C0t8x9.png,The Saul Zaentz Company,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZ,New Zealand,US,United States of America,,,,,,,,,2002-12-18,926287400,179,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,The fellowship is broken. The power of darkness grows...,The Lord of the Rings: The Two Towers,False,8.399,21734
316,False,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,,79000000,,Horror,Drama,Fantasy,,,,,,,http://www.it-movie.net/,474350,tt7349950,,US,,,,,en,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",113.613,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,,12.0,/2ycs64eqV5rqKYHyQK0GVoKGvfX.png,New Line Cinema,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0,/aXqwCvJSCDbTclkxAYfsT1l4Dsa.png,Vertigo Entertainment,US,152809.0,,Double Dream,US,118854.0,/g9LPNlQFoDcHjfnvrEqFmeIaDrZ.png,Rideback,US,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2019-09-04,473123154,169,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,It ends,It Chapter Two,False,6.846,8657
317,False,/QflfyU07MiQXSqTUCmG9Xfq0Ws.jpg,,0,,Action,Drama,Romance,,,,,,,https://www.amazon.com/dp/B0CX9JPW4K,1281826,tt21096576,,US,,,,,en,One Fast Move,"A dishonorably discharged soldier seeks out his estranged father to help him pursue his dream of becoming a professional motorcycle racer. While training, he meets a small-town, aspiring singer and a motorcycle shop owner who begin to break down the walls his father's absence had built up.",102.597,/hdBUjfbdr1ymS0kycAT7qguOmWA.jpg,,20788.0,/7hBlD2RPUo6LHgSDSSnyYuXdigU.png,GulfStream Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220517.0,,Luber Roklin Entertainment,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-08-07,0,107,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,,One Fast Move,False,6.7,148
318,False,/htEHcgW0vTK3d5jBwMjA7RADnTk.jpg,,0,,Documentary,Crime,,,,,,,,https://www.netflix.com/title/81506509,1360610,tt33481094,,US,,,,,en,The Menendez Brothers,"Serving life in prison for murdering their parents, Lyle and Erik Menendez speak out in this documentary explaining the shocking crime and ensuing trials.",95.747,/zQ32RXVzrNq93TgfKMP4Q3rkzDe.jpg,,55570.0,/mKD4k9RHPkauvQIQsyGb6tzNAWg.png,Campfire Studios,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-10-07,0,116,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,"30 years after the murders, the brothers tell their story.",The Menendez Brothers,False,7.5,51
319,False,/g4j7H4yDoCR90X1VV2IEvAZ1LAP.jpg,,0,,Drama,Romance,,,,,,,,,707610,tt12625176,,KR,,,,,ko,가슴 큰 울 엄마,"Da-hee gets married to Min-soo who is older than her. Thanks to him, he also gets a son who is not too old, Jae-hyuk, who she tries to get acquainted with, albeit awkwardly. After staying with Na-yeon, she suddenly has to meet Jae-hyuk, and Na-yeon has a date with Jae-hyuk. Min-soo is surprised to find three people coming back home from a date. It made him angry to see his son with two women. Right away, Min-soo seeks Da-hee and asks about Na-yeon. Na-yeon met Min-soo secretly. However, Da-hee who is aware of Min-soo and Da-hee's relationship, shares this fact to Jae-hyun.",110.612,/zarhMAQRWKjjsNBR1rviIXZ5xtt.jpg,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,South Korea,,,,,,,,,,,2020-05-06,0,69,,Korean,ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,,Bosomy Mom,False,5.9,11
320,False,/1FWSGQZo6HAzqO52VHL405VxJ07.jpg,,11800000,,Drama,Romance,,,,,,,,https://www.warnerbros.com/movies/walk-remember,10229,tt0281358,,US,,,,,en,A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production, he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life, as well as a very big secret she must keep from Landon.",155.962,/8lUYMvWdHA0Q0k5F76RQCeCBUkA.jpg,,5367.0,,Gaylord Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329.0,,Pandora Pictures,,813.0,,Di Novi Pictures,US,174.0,/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png,Warner Bros. Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2002-01-25,47494916,101,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,It all comes down to who's by your side.,A Walk to Remember,False,7.761,4022
321,False,/iXlHfi9hq7nfSv31pBab8fpMfZh.jpg,,36000000,,Comedy,Family,Fantasy,,,,,,,,10830,tt0117008,,US,,,,,en,Matilda,"Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, her parents, Harry and Zinnia misunderstand her because they think she is so different. As time passes, she finally starts school and has a kind teacher, loyal friends, and a sadistic headmistress. As she gets fed up with the constant cruelty, she begins to realize that she has a gift of telekinetic powers. After some days of practice, she suddenly turns the tables to stand up to Harry and Zinnia and outwit the headmistress.",157.588,/wYoDpWInsBEVSmWStnRH06ddoyk.jpg,,216.0,/iKPzC6YxqNAk6fMoTtFhIF5p6yw.png,Jersey Films,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.0,/eC0bWHVjnjUducyA6YFoEFqnPMC.png,TriStar Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,1996-08-02,33500000,98,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,A little magic goes a long way.,Matilda,False,7.164,4387
322,False,/fY3lD0jM5AoHJMunjGWqJ0hRteI.jpg,,15000000,,Science Fiction,Horror,Action,,,,,,,https://godzillafilm.co.uk,940721,tt23289160,,JP,,,,,ja,ゴジラ-1.0,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",111.409,/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg,,882.0,/fRSWWjquvzcHjACbtF53utZFIll.png,TOHO,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182161.0,/wvG4lK0m76M6jK8WbWkXNecA7SP.png,TOHO Studios,JP,12386.0,/oxvw2Mrq3GcTxFc2mlT7E5tpek7.png,Robot Communications,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,Japan,,,,,,,,,,,2023-11-03,115857413,124,,English,en,,,,Japanese,ja,日本語,,,,,,,,,,,,,,,,,,,,,,,,,Released,Postwar Japan. From zero to minus.,Godzilla Minus One,False,7.6,2221
323,False,/w8VDpCcKezdBbXJEWMHwttI35mU.jpg,,30000000,,Horror,Thriller,,,,,,,,http://www.30daysofnight.com/,4513,tt0389722,,US,NZ,,,,en,30 Days of Night,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",102.575,/7LwSrvFA0gz1KAlcrGcinoQPene.jpg,,24339.0,,HorrorFlix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,/71BqEFAF4V3qjjMPCpLuyJFB9A.png,Columbia Pictures,US,768.0,,Ghost House Pictures,US,552.0,/9dGdLfm3GteWeUDtD9c9tvlidUG.png,Dark Horse Entertainment,US,181992.0,,Mandate International,US,,,,,,,,,,,,,,,,,,,,,,NZ,New Zealand,US,United States of America,,,,,,,,,2007-10-17,75505973,113,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,They're Coming!,30 Days of Night,False,6.42,2739
324,False,/rNP32TLwnUky6uuUyCIDatGCd6x.jpg,,0,,Family,Fantasy,Comedy,,,,,,,,1027604,tt18336268,,CZ,,,,,cs,Princezna zakletá v čase 2,"It follows young alchemist Amélie as she acquires a magical power: partially influencing the flow of time. But she is split in time, and Amélie from the present meets Améliw from the past, who accompanies her every step of the way.",120.068,/ywzbF5YSBfZ7XqcGO9YR6Gy4VFt.jpg,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CZ,Czech Republic,,,,,,,,,,,2022-11-17,0,133,,Czech,cs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,,Princess Cursed in Time: Alchemist's Quest,False,6.9,33
325,False,/orTQxcx2aoNpx1DIKTjBzpzvzd0.jpg,,0,,Horror,Fantasy,,,,,,,,,1130053,tt27819388,,GB,,,,,en,Cinderella's Curse,"Desperate Cinderella summons her fairy godmother from an ancient flesh-bound book, seeking revenge on her evil stepmother and stepsisters who abuse and torment her daily.",152.97,/xegGyjYdCcF9X1FWpfw1O1LcFnZ.jpg,,111974.0,/972APERrz9kelCZtUJdfSJd1u4n.png,ChampDog Films,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35625.0,/65KsaZPfESjEmubhxe2VpJiGLH.png,Premiere Entertainment Group,US,69347.0,/s5ctDrB6DlRDhIBsrTi4zdt445k.png,ITN Distribution,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,United Kingdom,,,,,,,,,,,2024-05-31,47300,82,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,Cinderella goes on a massacre at the ball.,Cinderella's Curse,False,5.3,27
326,False,/brnfCYyz8EMbBrHgmh8sCwBi5i1.jpg,,8500000,,Horror,Thriller,Action,Adventure,,,,,,https://www.wellgousa.com/films/train-to-busan,396535,tt5700672,,KR,,,,,ko,부산행,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",110.256,/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,,20064.0,/2In7Heq6DuXDjOwPmJqHWkpohaL.png,Next Entertainment World,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103875.0,/b4VEWBV2hgvrXts7VlAcnkZTLwM.png,RedPeter Films,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,South Korea,,,,,,,,,,,2016-07-20,87547518,118,,Korean,ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,Life-or-death survival begins.,Train to Busan,False,7.755,7363
327,False,/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg,,260000000,,Animation,Family,,,,,,,,http://disney.go.com/disneypictures/tangled/,38757,tt0398286,,US,,,,,en,Tangled,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",155.733,/ym7Kst6a4uodryxqbGOxmewF235.jpg,,6125.0,/tzsMJBJZINu7GHzrpYzpReWhh66.png,Walt Disney Animation Studios,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,/wdrCwmRnLFJhEoH8GSfymY85KHT.png,Walt Disney Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2010-11-24,592461732,100,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,They're taking adventure to new lengths.,Tangled,False,7.607,11365
328,False,/1TUg5pO1VZ4B0Q1amk3OlXvlpXV.jpg,,260000000,,Animation,Adventure,Drama,Family,,,,,,https://movies.disney.com/the-lion-king-2019,420818,tt6105098,,US,,,,,en,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",106.425,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,,2.0,/wdrCwmRnLFJhEoH8GSfymY85KHT.png,Walt Disney Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7297.0,/l29JYQVZbTcjZXoz4CUYFpKRmM3.png,Fairview Entertainment,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2019-07-12,1663000000,118,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,The King has Returned.,The Lion King,False,7.114,9927
329,False,/yexLinpa15gWj3LGYOcpFwOHbnU.jpg,,0,,Romance,Drama,,,,,,,,https://www.focusfeatures.com/touch,1032472,tt23468836,,IS,,,,,is,Snerting,"Soon after the break of the pandemic and realizing that his clock is ticking, Kristofer gets the urge to embark on a journey to try to find out what really happened when his Japanese girlfriend mysteriously vanished without a trace from London fifty years earlier.",111.052,/7azx73Z5nYWgG9c00HH6CHVtgMX.jpg,,62693.0,/i8mR4YqKiyDvxwmpSqzly9tQ31f.png,RVK Studios,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182028.0,/mTsDayzbpU8eXyO99NfBOXP6C2U.png,Good Chaos,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS,Iceland,GB,United Kingdom,,,,,,,,,2024-05-29,1709336,121,,Japanese,ja,,,,English,en,English,Icelandic,is,Íslenska,Vietnamese,vi,Tiếng Việt,,,,,,,,,,,,,,,,,,,Released,Discover what might have been.,Touch,False,7.4,46
330,False,/kXPCUNo7ALN0S03AbmTY9Ln6Fbc.jpg,,0,,Horror,Science Fiction,Thriller,,,,,,,,1201734,tt14909408,,US,,,,,en,God of Pain,A man wakes up in the middle of the street with no idea where he is or how he ended up there. Soon he is forced to confront the demons he is battling within before a gateway to the underworld unlocks the secret of Algea the God of Pain.,100.716,/dF0FAFCfILaor5RBqdNHq24OaIn.jpg,,184520.0,,Inglewood Films,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232734.0,,Chiyoko Productions,,232735.0,,Dough Networkz,,232736.0,,HarlowFX,,232737.0,,Zepstone Media,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-08-20,0,100,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,Pain begs to be felt.,God of Pain,False,7.161,28
331,False,/xGzoTqbOlCR4mAzeRs4PB53i8c7.jpg,,20000000,,Drama,Romance,,,,,,,,http://www.mebeforeyoumovie.net,296096,tt2674426,,US,,,,,en,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",154.482,/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,,12.0,/2ycs64eqV5rqKYHyQK0GVoKGvfX.png,New Line Cinema,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219.0,,Sunswept Entertainment,US,21.0,/usUnaYV6hQnlVAXP6r4HwrlLFPG.png,Metro-Goldwyn-Mayer,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2016-06-01,207945075,110,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,Live boldly.,Me Before You,False,7.93,12315
332,False,/di47xqYMCYpjqwnqNlO17X5qXMX.jpg,,37000000,,Comedy,Crime,,,,,,,,,12153,tt0381707,,US,,,,,en,White Chicks,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",99.709,/aHTUpo45qy9QYIOnVITGGqLoVcA.jpg,,5.0,/71BqEFAF4V3qjjMPCpLuyJFB9A.png,Columbia Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0,/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png,Revolution Studios,US,1608.0,,Wayans Bros. Entertainment,,67253.0,,Gone North Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2004-06-23,113100000,109,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,They're going deep undercover.,White Chicks,False,6.954,3947
333,False,/zEddiBK6yZNUGVnmBJzmnYcEWiR.jpg,,6600000,,Drama,Thriller,Horror,,,,,,,https://titanemovie.com,630240,tt10944760,,FR,,,,,fr,Titane,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",101.208,/wcFYmD2GfGBkawNgksv9iFiJPGr.jpg,,49934.0,/ns14fiims2htw1kiEI9xCJFFlWO.png,Kazak Productions,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,/huC7HqorvUThGIrENrbcHmQVUA0.png,ARTE France Cinéma,FR,49473.0,/d0Cld16NzSAizrXfO6jrN3nH6az.png,Frakas Productions,BE,11797.0,/61JT9Ldht918n04Q73l2KhCjss.png,VOO,BE,24430.0,/7ZIwXTA5QVD6feybiITOL6OYJPJ.png,BeTV,BE,,,,,,,,,,,,,,,,,,,,,,BE,Belgium,FR,France,,,,,,,,,2021-07-14,4982335,108,,French,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,,Titane,False,6.4,1417
334,False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,,356000000,,Adventure,Science Fiction,Action,,,,,,,https://www.marvel.com/movies/avengers-endgame,299534,tt4154796,,US,,,,,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",153.353,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,,420.0,/hUzeosd33nzE5MCNsZxCGEKTXaQ.png,Marvel Studios,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2019-04-24,2799439100,181,,English,en,,,,Japanese,ja,日本語,Xhosa,xh,,,,,,,,,,,,,,,,,,,,,,,Released,Avenge the fallen.,Avengers: Endgame,False,8.2,25490
335,False,/m5dA4JZsj78EBTa2D6imWOAebwB.jpg,,19000000,,Comedy,,,,,,,,,,4247,tt0175142,,US,,,,,en,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",109.431,/lRQiJXETkCnVVurHmglNvMXrZOx.jpg,,10958.0,,Brad Grey Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.0,,Gold/Miller Productions,,1608.0,,Wayans Bros. Entertainment,,7405.0,/rfnws0uY8rsNAsrLbx3gEIcYXx3.png,Dimension Films,US,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2000-07-07,278019771,88,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,No mercy. No shame. No sequel.,Scary Movie,False,6.352,6872
336,False,/vgatT6hiEf4EquZ1k0uU1Ft5XdI.jpg,,65000000,,Thriller,Action,Science Fiction,,,,,,,https://www.20thcenturystudios.com/movies/prey,766507,tt11866324,,US,,,,,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",107.655,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,,127928.0,/h0rjX5vjW5r8yEnUBStFarjcLT4.png,20th Century Studios,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.0,/zC3b70ixHh89qJIikLQPEvLqbPM.png,Davis Entertainment,US,840.0,,Lawrence Gordon Productions,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2022-08-02,0,100,,English,en,,,,French,fr,Français,,,,,,,,,,,,,,,,,,,,,,,,,Released,They hunt to live. It lives to hunt.,Prey,False,7.7,6596
